competitor,dataset,mat_repr,M,N,K,NZ,total_ns,init_ns,comp_ns,cleanup_ns,correctness,num_thread_blocks,num_threads_per_block
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,402525101,7841091,393316992,3740111,1,512,64
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,83237299,20653278,53087232,9489503,1,2815,256
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,78456132,15907851,53058560,9483233,1,2815,256
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,79272598,16150730,53035008,10081110,1,2815,256
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,77834626,15170125,53191680,9466033,1,2815,256
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,389871014,12696317,375759840,3785412,1,512,64
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,71550397,13334914,50804736,9665192,1,2815,256
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,79272539,16067411,52996096,10067381,1,2815,256
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,77904115,15283055,53161984,9447123,1,2815,256
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,78698732,16256930,52927488,9505213,1,2815,256
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,389990434,8351809,380487968,5853891,1,512,64
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,71112199,16245540,44609536,10250880,1,2815,256
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,77711276,15238945,53019648,9441144,1,2815,256
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,77955915,15493524,53017600,9432663,1,2815,256
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,79350679,16307180,52957184,10077551,1,2815,256
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,388147703,9158005,377874752,5815432,1,512,64
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,70246553,15179916,45374464,9687162,1,2815,256
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,79178979,16019481,53095424,10054931,1,2815,256
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,77692646,15251284,52955136,9473633,1,2815,256
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,79349997,16294119,52977664,10066280,1,2815,256
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,387878064,7929591,378550464,4389629,1,512,64
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,76372623,15262505,50724864,8272379,1,2815,256
GPU-Shared,Boeing,CSR,36000,36000,160,7128473,76800770,13602113,53106688,10081710,1,2815,256
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,27932722,9976320,13033664,17910502,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,28846027,9986171,13934080,18813236,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,29420134,9983321,13933824,19389904,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,28035532,9991641,13082816,17996291,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,28823108,10003601,13880448,18773437,1,2048,1024
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,353279315,12415299,339791680,5764002,1,512,64
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,28183451,10223890,11004800,17912232,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,25221406,9962961,10322080,15211535,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,29492424,9957551,14066560,19488423,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,28047681,10004750,13108704,17998681,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,28858728,9959241,13962656,18851997,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,28623359,10627118,13060096,17949381,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,28654568,9954140,13785792,18652948,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,29416044,10013290,13935744,19356314,1,2048,1024
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,341449623,13895281,326474592,3463873,1,512,64
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,25521584,10500088,7009856,14979046,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,25872702,9952421,10991488,15877542,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,29465035,9985751,13963584,19436794,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,27944161,10002450,12999648,17895911,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,28629308,9993900,13708352,18589418,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,28660029,10644118,13065056,17967562,1,2048,1024
GPU-Convert,Boeing,CSR,36000,36000,160,7128473,28813668,9994801,13899136,18772028,1,2048,1024
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,336085320,10779627,324074368,3610032,1,512,64
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,160564717,134642805,20206304,10381489,1,5625,128
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,156622146,131140922,19692800,10456518,1,5625,128
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,310199938,9744292,299058752,3772602,1,512,64
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,163961630,138487886,19680448,10459838,1,5625,128
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,300292237,9786382,288997760,4051250,1,512,64
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,146136819,130167717,10725536,7647003,1,5625,128
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,157639251,132061947,19772416,10469728,1,5625,128
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,306195467,9260654,295770112,3539582,1,512,64
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,161799941,136367817,20187456,9908301,1,5625,128
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,157633991,132048358,19777344,10470118,1,5625,128
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,310231087,9327523,299697088,3587992,1,512,64
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,158845705,133519560,20112608,9878921,1,5625,128
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,157773330,132266396,19707808,10466908,1,5625,128
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,310304467,9548853,299568800,3568382,1,512,64
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,158226669,132757344,19678368,10456949,1,5625,128
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,304517336,8366749,294803936,3720201,1,512,64
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,156763765,131268651,19694848,10467488,1,5625,128
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,158301618,132835254,19659520,10474318,1,5625,128
GPU-Thread-Dispatcher,EMail-Enron,CSR,36692,36692,256,367662,301122583,10127150,289859776,3514513,1,512,64
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,160255158,134536225,20449728,9981250,1,5625,128
GPU-Shared,EMail-Enron,CSR,36692,36692,256,367662,62693021,8858627,49647616,4176120,1,4592,256
GPU-Shared,EMail-Enron,CSR,36692,36692,256,367662,60976259,12383519,44997632,3585133,1,4592,256
GPU-Shared,EMail-Enron,CSR,36692,36692,256,367662,57185757,9061695,44665856,3501422,1,4592,256
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,166378748,140831424,20312160,9944670,1,5625,128
GPU-Shared,EMail-Enron,CSR,36692,36692,256,367662,60590481,7576643,49366016,3630792,1,4592,256
GPU-Shared,EMail-Enron,CSR,36692,36692,256,367662,60854630,12556568,44771328,3519753,1,4592,256
GPU-Shared,EMail-Enron,CSR,36692,36692,256,367662,56163253,7833261,44809216,3513303,1,4592,256
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,165447043,139824009,20390016,9943822,1,5625,128
GPU-Shared,EMail-Enron,CSR,36692,36692,256,367662,62477761,8840446,49509376,4113379,1,4592,256
GPU-Shared,EMail-Enron,CSR,36692,36692,256,367662,60922939,12202709,45152256,3559363,1,4592,256
GPU-Shared,EMail-Enron,CSR,36692,36692,256,367662,57468256,9050176,44898304,3511482,1,4592,256
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,166670386,141004173,20420704,9953061,1,5625,128
GPU-Shared,EMail-Enron,CSR,36692,36692,256,367662,60653950,7581312,49425408,3629152,1,4592,256
GPU-Shared,EMail-Enron,CSR,36692,36692,256,367662,61057618,12688968,44830720,3528322,1,4592,256
GPU-Shared,EMail-Enron,CSR,36692,36692,256,367662,56144433,7774552,44849152,3517142,1,4592,256
GPU-Preprocessing,Boeing,CSR,36000,36000,160,7128473,165496583,139860859,20391072,9958331,1,5625,128
GPU-Shared,EMail-Enron,CSR,36692,36692,256,367662,62266513,8859127,49343488,4049770,1,4592,256
